Datetime,Demand
2000-08-27 05:00,39845
2000-08-27 06:00,40559
2000-08-27 07:00,43850
2000-08-27 08:00,48611
2000-08-27 09:00,52893
2000-08-27 10:00,56039
2000-08-27 11:00,57991
2000-08-27 12:00,58488
2000-08-27 13:00,56069
2000-08-27 14:00,54015
2000-08-27 15:00,53096
2000-08-27 16:00,53207
2000-08-27 17:00,53727
2000-08-27 18:00,53480
2000-08-27 19:00,53091
2000-08-27 20:00,56633
2000-08-27 21:00,56623
2000-08-27 22:00,53129
2000-08-27 23:00,47742
