Rooms,Bathroom,Landsize,BuildingArea,Suburb,YearBuilt,Lattitude,Longtitude,Car,Price
2,1.0,15900.0,98.0,Collingwood,1880.0,-37.8035,144.985,1.0,945000.0
1,1.0,0.0,92.0,Collingwood,1995.0,-37.8053,144.9833,0.0,550000.0
3,1.0,168.0,92.0,Collingwood,1941.0,-37.7975,144.9924,0.0,1309000.0
3,1.0,209.0,92.0,Collingwood,1941.0,-37.8011,144.9861,1.0,1300000.0
2,1.0,112.0,100.0,Collingwood,1900.0,-37.8001,144.9901,0.0,888000.0
3,2.0,0.0,148.0,Collingwood,2005.0,-37.8083,144.9908,2.0,1000000.0
3,1.0,117.0,147.0,Cremorne,1900.0,-37.8298,144.9923,1.0,1350000.0
2,1.0,117.0,112.0,Cremorne,1952.0,-37.8262,144.9922,0.0,855000.0
4,2.0,656.0,183.0,Doncaster,1965.0,-37.7833,145.1302,2.0,1480000.0
4,2.0,872.0,185.0,Doncaster,1970.0,-37.7906,145.1138,2.0,1300000.0
4,2.0,664.0,150.0,Doncaster,1980.0,-37.7895,145.1116,2.0,1400000.0
3,2.0,980.0,183.0,Doncaster,1979.0,-37.7883,145.1387,2.0,1542000.0
4,3.0,661.0,170.0,Doncaster,1965.0,-37.7905,145.1433,2.0,1100000.0
2,1.0,261.0,183.0,Doncaster,1984.0,-37.7731,145.1044,1.0,782000.0
4,3.0,242.0,183.0,Doncaster,1995.0,-37.7866,145.1046,2.0,1090000.0
3,2.0,820.0,183.0,Doncaster,1979.0,-37.7803,145.1248,2.0,1700000.0
3,1.0,814.0,120.0,Doncaster,1965.0,-37.7909,145.1309,1.0,1355000.0
4,2.0,814.0,183.0,Doncaster,1979.0,-37.7859,145.12,2.0,1880000.0
4,3.0,647.0,183.0,Doncaster,1979.0,-37.7819,145.1184,2.0,1545000.0
4,2.0,1033.0,183.0,Doncaster,1979.0,-37.7929,145.1184,2.0,1955000.0
2,1.0,921.0,151.0,Essendon,1964.0,-37.749,144.9067,1.0,440000.0
3,2.0,763.0,151.0,Essendon,1964.0,-37.7573,144.9221,1.0,1700000.0
3,1.0,363.0,151.0,Essendon,1964.0,-37.7445,144.9054,2.0,1070000.0
2,1.0,342.0,151.0,Essendon,1964.0,-37.7459,144.8962,1.0,745000.0
4,2.0,267.0,151.0,Essendon,1964.0,-37.7558,144.9106,1.0,1400000.0
3,2.0,359.0,151.0,Essendon,1964.0,-37.7427,144.898,2.0,1400000.0
5,3.0,900.0,40.0,Essendon,1964.0,-37.7485,144.9036,3.0,2020000.0
1,1.0,0.0,50.0,Essendon,1964.0,-37.7537,144.917,1.0,325000.0
3,1.0,578.0,151.0,Essendon,1964.0,-37.7526,144.9089,1.0,1400000.0
2,1.0,251.0,151.0,Essendon,1964.0,-37.7491,144.8968,1.0,700000.0
5,2.0,697.0,196.0,Essendon,1920.0,-37.7459,144.9159,1.0,1652000.0
3,1.0,387.0,135.0,Essendon,1900.0,-37.755,144.9272,1.0,1131000.0
5,3.0,695.0,151.0,Essendon,1964.0,-37.7577,144.9267,1.0,1607500.0
2,1.0,0.0,74.0,Essendon,1964.0,-37.7552,144.9211,1.0,450000.0
1,1.0,845.0,45.0,Essendon,1977.0,-37.7469,144.9206,1.0,310000.0
3,1.0,476.0,151.0,Essendon,1964.0,-37.7495,144.9157,1.0,1400000.0
4,2.0,639.0,151.0,Essendon,1964.0,-37.7471,144.9157,2.0,1720000.0
3,3.0,309.0,151.0,Essendon,1964.0,-37.7457,144.8912,2.0,983000.0
1,1.0,0.0,151.0,Essendon,2014.0,-37.7478,144.912,1.0,330000.0
4,2.0,230.0,151.0,Essendon,1964.0,-37.7547,144.9239,1.0,1162500.0
2,1.0,179.0,151.0,Essendon,1964.0,-37.7514,144.8966,1.0,707000.0
3,1.0,227.0,120.0,Essendon,2005.0,-37.7496,144.892,1.0,700000.0
2,2.0,0.0,151.0,Essendon,1964.0,-37.7465,144.91,1.0,510000.0
2,1.0,0.0,75.0,Essendon,2012.0,-37.7504,144.8957,1.0,610000.0
3,2.0,411.0,159.0,Essendon,1990.0,-37.7544,144.8986,1.0,960000.0
1,1.0,46.0,151.0,Essendon,1970.0,-37.7515,144.9125,1.0,350000.0
1,1.0,62.0,53.0,Essendon,1960.0,-37.7578,144.9134,1.0,426500.0
2,1.0,0.0,87.0,Fairfield,2002.0,-37.7847,145.0109,1.0,676000.0
3,1.0,574.0,150.0,Fairfield,1925.0,-37.783,145.0165,2.0,1500000.0
3,1.0,650.0,124.0,Fawkner,1972.0,-37.7023,144.9773,2.0,700000.0
3,1.0,585.0,88.0,Fawkner,1960.0,-37.695,144.9676,2.0,660000.0
3,1.0,578.0,128.0,Fawkner,1960.0,-37.6966,144.9695,3.0,741000.0
2,1.0,689.0,124.0,Fawkner,1972.0,-37.7052,144.964,1.0,949500.0
3,2.0,207.0,205.0,Fawkner,2007.0,-37.7049,144.9631,1.0,532000.0
3,1.0,602.0,124.0,Fawkner,1972.0,-37.6995,144.9669,1.0,698000.0
3,2.0,577.0,124.0,Fawkner,1972.0,-37.7071,144.9706,1.0,687000.0
3,1.0,585.0,124.0,Fawkner,1972.0,-37.6937,144.9658,2.0,670000.0
3,1.0,1069.0,120.0,Fawkner,1960.0,-37.6931,144.9596,2.0,1000000.0
2,1.0,196.0,124.0,Fawkner,1972.0,-37.6956,144.9656,1.0,445000.0
3,1.0,638.0,124.0,Fawkner,1972.0,-37.6952,144.9613,2.0,730000.0
2,1.0,606.0,124.0,Fawkner,1972.0,-37.709,144.9646,2.0,725000.0
3,1.0,540.0,124.0,Fawkner,1972.0,-37.6992,144.9739,1.0,668000.0
2,1.0,0.0,67.0,Fawkner,1970.0,-37.7071,144.9644,1.0,328000.0
3,3.0,247.0,103.0,Fawkner,2011.0,-37.7133,144.975,3.0,543500.0
2,1.0,204.0,202.0,Fitzroy North,1929.0,-37.7925,144.9797,0.0,1200000.0
1,1.0,0.0,32.0,Fitzroy North,1970.0,-37.777,144.9836,1.0,330000.0
2,1.0,160.0,119.0,Fitzroy North,1880.0,-37.7933,144.9824,0.0,846000.0
2,1.0,176.0,202.0,Fitzroy North,1929.0,-37.7831,144.9805,0.0,1345000.0
2,2.0,182.0,202.0,Fitzroy North,1880.0,-37.7843,144.9902,1.0,1802500.0
2,1.0,138.0,202.0,Fitzroy North,1929.0,-37.7904,144.9836,0.0,1520000.0
3,1.0,204.0,202.0,Fitzroy North,1929.0,-37.7911,144.9818,0.0,1625000.0
3,1.0,340.0,202.0,Fitzroy North,1929.0,-37.7869,144.9863,1.0,2555000.0
2,1.0,192.0,85.2,Fitzroy North,1910.0,-37.7793,144.9879,0.0,1055000.0
1,1.0,138.0,202.0,Fitzroy North,1929.0,-37.7759,144.9823,0.0,950000.0
2,1.0,186.0,92.0,Flemington,1935.0,-37.7837,144.9338,1.0,1100000.0
3,2.0,226.0,140.0,Flemington,2002.0,-37.7824,144.9243,2.0,1250000.0
2,1.0,274.0,103.0,Flemington,1930.0,-37.7813,144.9238,0.0,953000.0
2,1.0,0.0,96.0,Flemington,1890.0,-37.788,144.9306,1.0,603000.0
3,1.0,320.0,110.0,Flemington,1940.0,-37.7844,144.9359,1.0,940000.0
5,1.0,432.0,200.0,Flemington,1915.0,-37.7859,144.9323,1.0,1550000.0
2,1.0,0.0,72.9,Flemington,1970.0,-37.7829,144.9247,1.0,500000.0
2,1.0,0.0,62.0,Flemington,1970.0,-37.7826,144.9311,1.0,450000.0
2,1.0,472.0,55.0,Flemington,1960.0,-37.7851,144.922,1.0,390000.0
3,1.0,251.0,92.0,Flemington,1935.0,-37.7823,144.9317,0.0,1205000.0
3,1.0,180.0,132.0,Flemington,1991.0,-37.7839,144.9273,1.0,1085000.0
2,1.0,209.0,75.0,Flemington,1890.0,-37.7846,144.9347,0.0,1060000.0
3,1.0,143.0,136.0,Flemington,1890.0,-37.7868,144.9336,0.0,917000.0
2,1.0,1783.0,98.0,Footscray,1960.0,-37.7949,144.9007,1.0,392500.0
3,1.0,482.0,98.0,Footscray,1955.0,-37.7951,144.8861,1.0,1320000.0
2,1.0,267.0,99.5,Footscray,1890.0,-37.7961,144.89,0.0,885000.0
2,2.0,0.0,70.0,Footscray,2011.0,-37.7883,144.884,1.0,485000.0
3,1.0,219.0,3.0,Footscray,2011.0,-37.796,144.8819,1.0,760000.0
3,2.0,487.0,98.0,Footscray,1955.0,-37.7942,144.8934,3.0,1375000.0
3,1.0,452.0,98.0,Footscray,1913.0,-37.7939,144.8936,1.0,1270000.0
3,1.0,267.0,101.0,Footscray,1900.0,-37.7951,144.8901,1.0,871000.0
2,1.0,761.0,98.0,Footscray,1955.0,-37.7953,144.8957,1.0,360000.0
1,1.0,0.0,98.0,Footscray,1955.0,-37.7971,144.8883,1.0,315000.0
3,1.0,210.0,98.0,Footscray,1955.0,-37.7947,144.8871,0.0,831000.0
2,1.0,172.0,80.0,Footscray,1900.0,-37.7936,144.8905,0.0,882000.0
3,1.0,272.0,106.0,Footscray,1920.0,-37.7977,144.904,2.0,895000.0
1,1.0,1162.0,44.0,Glen Huntly,1965.0,-37.8911,145.0451,1.0,260000.0
2,2.0,0.0,115.0,Glen Huntly,1961.0,-37.8898,145.0438,1.0,575000.0
3,2.0,269.0,184.0,Glen Iris,1997.0,-37.854,145.0542,2.0,1452000.0
2,2.0,2696.0,187.0,Glen Iris,1970.0,-37.8558,145.0518,1.0,721000.0
3,1.0,732.0,138.0,Glen Iris,1950.0,-37.8562,145.0864,3.0,1800000.0
3,2.0,0.0,131.0,Glen Iris,1995.0,-37.8574,145.0494,2.0,1253000.0
5,2.0,794.0,187.0,Glen Iris,1920.0,-37.8508,145.0592,2.0,1950000.0
3,1.0,715.0,187.0,Glen Iris,1953.0,-37.8578,145.0682,2.0,2085000.0
4,3.0,622.0,160.0,Glen Iris,1940.0,-37.858,145.0859,3.0,1760000.0
2,1.0,0.0,187.0,Glen Iris,1953.0,-37.8521,145.0763,2.0,710000.0
4,2.0,586.0,187.0,Glen Iris,1953.0,-37.8541,145.0738,2.0,2340000.0
3,3.0,662.0,265.0,Glen Iris,1988.0,-37.8605,145.0455,2.0,3310000.0
3,1.0,453.0,102.0,Glen Iris,1930.0,-37.8487,145.0592,2.0,1601000.0
2,1.0,97.0,187.0,Glen Iris,1970.0,-37.8637,145.0632,2.0,797000.0
2,1.0,157.0,97.0,Glen Iris,1970.0,-37.8499,145.0814,1.0,910000.0
3,2.0,184.0,187.0,Glen Iris,1953.0,-37.8644,145.063,2.0,1315000.0
3,1.0,697.0,123.0,Glenroy,1976.0,-37.6969,144.9425,2.0,683000.0
3,1.0,1011.0,123.0,Glenroy,1976.0,-37.7115,144.912,1.0,1158000.0
4,1.0,677.0,123.0,Glenroy,1976.0,-37.7088,144.9204,2.0,793000.0
3,1.0,742.0,101.0,Glenroy,1970.0,-37.702,144.9538,2.0,780000.0
2,2.0,1137.0,82.0,Glenroy,2009.0,-37.7045,144.9204,1.0,420000.0
3,1.0,697.0,148.0,Glenroy,1955.0,-37.7097,144.9256,2.0,895000.0
3,1.0,751.0,145.0,Glenroy,1972.0,-37.6962,144.9376,2.0,885000.0
3,1.0,663.0,84.0,Glenroy,1950.0,-37.6962,144.9349,2.0,597500.0
3,1.0,650.0,123.0,Glenroy,1976.0,-37.699,144.9421,2.0,690000.0
3,1.0,738.0,107.4,Glenroy,1960.0,-37.6972,144.941,2.0,822000.0
3,1.0,587.0,123.0,Glenroy,1976.0,-37.6995,144.905,2.0,710000.0
3,2.0,563.0,123.0,Glenroy,1950.0,-37.702,144.9173,4.0,730000.0
3,1.0,702.0,123.0,Glenroy,1976.0,-37.709,144.9368,2.0,901000.0
3,1.0,674.0,123.0,Glenroy,1976.0,-37.6957,144.9231,2.0,643000.0
5,1.0,227.0,152.0,Glenroy,2013.0,-37.6979,144.941,1.0,645000.0
3,1.0,258.0,142.6,Glenroy,2001.0,-37.7047,144.9087,2.0,595000.0
3,1.0,697.0,123.0,Glenroy,1960.0,-37.7073,144.9355,1.0,820000.0
4,3.0,715.0,271.0,Glenroy,1970.0,-37.709,144.9373,2.0,1050000.0
3,1.0,694.0,123.0,Glenroy,1976.0,-37.6977,144.9116,1.0,621000.0
3,1.0,694.0,110.0,Glenroy,1960.0,-37.6974,144.9112,2.0,705000.0
3,2.0,0.0,118.0,Glenroy,2009.0,-37.7074,144.9266,2.0,590000.0
3,2.0,243.0,133.0,Glenroy,2014.0,-37.7116,144.9357,2.0,680000.0
3,1.0,666.0,176.0,Glenroy,1960.0,-37.7015,144.9191,2.0,935000.0
3,2.0,300.0,123.0,Glenroy,2013.0,-37.7098,144.9266,3.0,720000.0
3,1.0,585.0,136.0,Hadfield,1973.0,-37.71,144.9464,2.0,725000.0
3,1.0,605.0,145.0,Hadfield,1960.0,-37.706,144.9467,4.0,740000.0
4,3.0,530.0,530.0,Hadfield,1973.0,-37.7058,144.9431,2.0,880000.0
3,2.0,240.0,136.0,Hadfield,1973.0,-37.7114,144.9396,1.0,630000.0
3,1.0,681.0,195.0,Hampton,1967.0,-37.9462,145.0193,2.0,1615000.0
3,2.0,766.0,195.0,Hampton,1930.0,-37.9346,145.0049,1.0,2513000.0
4,2.0,351.0,195.0,Hampton,1967.0,-37.9449,145.0167,2.0,1910000.0
3,2.0,699.0,195.0,Hampton,1967.0,-37.9453,145.0176,2.0,1620000.0
2,1.0,650.0,195.0,Hampton,1967.0,-37.9338,145.0143,2.0,1789000.0
2,2.0,516.0,92.0,Hampton,2007.0,-37.9365,145.0008,1.0,837000.0
4,3.0,684.0,317.0,Hampton,2008.0,-37.9436,145.0169,2.0,2500000.0
2,1.0,136.0,195.0,Hampton,1970.0,-37.9427,145.0052,1.0,665000.0
3,1.0,611.0,195.0,Hampton,1967.0,-37.9449,145.02,1.0,1560000.0
2,1.0,90.0,90.0,Hampton,1962.0,-37.9354,144.9994,1.0,860000.0
3,1.0,251.0,195.0,Hampton,1967.0,-37.9411,145.0011,2.0,1475000.0
2,1.0,171.0,195.0,Hampton,1967.0,-37.9358,144.9996,2.0,840000.0
3,1.0,338.0,132.0,Hawthorn,1910.0,-37.8139,145.0243,2.0,1700000.0
1,1.0,0.0,51.0,Hawthorn,1960.0,-37.8194,145.0397,1.0,440000.0
2,1.0,1063.0,122.0,Hawthorn,1951.0,-37.8159,145.0194,1.0,580000.0
1,1.0,918.0,50.0,Hawthorn,2006.0,-37.8294,145.033,1.0,535000.0
2,1.0,2679.0,78.0,Hawthorn,1960.0,-37.8261,145.0269,1.0,635000.0
1,1.0,0.0,55.0,Hawthorn,1957.0,-37.826,145.0239,0.0,317500.0
1,1.0,322.0,122.0,Hawthorn,2009.0,-37.8198,145.0373,0.0,160000.0
1,1.0,6494.0,77.5,Hawthorn,1965.0,-37.8254,145.0255,1.0,360000.0
1,1.0,0.0,122.0,Hawthorn,1951.0,-37.8143,145.0319,1.0,300000.0
2,1.0,221.0,106.0,Hawthorn,1900.0,-37.8163,145.0251,0.0,1800000.0
1,1.0,479.0,30.0,Hawthorn,1970.0,-37.8292,145.0322,0.0,275000.0
3,2.0,126.0,122.0,Hawthorn,1951.0,-37.8255,145.029,1.0,1300000.0
3,1.0,269.0,134.0,Hawthorn,1905.0,-37.8162,145.0206,0.0,1525000.0
2,1.0,201.0,122.0,Hawthorn,1951.0,-37.8173,145.0246,1.0,1620000.0
3,2.0,254.0,122.0,Hawthorn,1910.0,-37.8287,145.0419,1.0,1985000.0
3,1.0,368.0,122.0,Hawthorn,1951.0,-37.8288,145.0398,4.0,1750000.0
4,1.0,383.0,122.0,Hawthorn,1951.0,-37.8237,145.0311,2.0,2100000.0
2,1.0,0.0,82.3,Hawthorn,1960.0,-37.832,145.0431,0.0,560000.0
5,3.0,858.0,150.0,Hawthorn East,1954.0,-37.8395,145.0534,4.0,3750000.0
3,1.0,0.0,150.0,Hawthorn East,1954.0,-37.8414,145.0505,1.0,780000.0
2,1.0,710.0,150.0,Hawthorn East,1954.0,-37.8259,145.0483,1.0,500000.0
3,2.0,0.0,187.0,Hawthorn East,2010.0,-37.8302,145.0527,2.0,1264000.0
2,2.0,0.0,150.0,Hawthorn East,1954.0,-37.8315,145.0559,3.0,1462000.0
1,1.0,2306.0,150.0,Hawthorn East,1970.0,-37.8227,145.0528,1.0,440000.0
3,1.0,305.0,150.0,Hawthorn East,1954.0,-37.8309,145.0451,0.0,1575000.0
2,1.0,325.0,150.0,Hawthorn East,1954.0,-37.8355,145.04399999999995,3.0,1320000.0
4,3.0,667.0,310.0,Hawthorn East,1988.0,-37.8374,145.0511,2.0,3600000.0
4,2.0,729.0,278.0,Hawthorn East,1954.0,-37.8343,145.0488,2.0,2425000.0
3,2.0,224.0,150.0,Hawthorn East,1954.0,-37.8368,145.0508,2.0,1890000.0
1,1.0,71.0,150.0,Hawthorn East,1954.0,-37.8372,145.0433,1.0,400500.0
3,2.0,185.0,185.0,Hawthorn East,1985.0,-37.8255,145.0481,2.0,1405000.0
3,2.0,271.0,126.0,Hawthorn East,1954.0,-37.8256,145.0486,1.0,2102000.0
2,1.0,1536.0,150.0,Hawthorn East,1954.0,-37.8307,145.0493,1.0,435000.0
1,1.0,0.0,150.0,Hawthorn East,1960.0,-37.8362,145.0543,1.0,375000.0
2,1.0,0.0,64.0,Hawthorn East,1970.0,-37.8254,145.0474,2.0,555000.0
2,1.0,0.0,150.0,Hawthorn East,1954.0,-37.8244,145.0517,1.0,532000.0
4,3.0,952.0,132.0,Heidelberg,1967.0,-37.7511,145.0772,2.0,1450000.0
3,2.0,600.0,132.0,Heidelberg,1973.0,-37.7523,145.0676,0.0,1340000.0
2,1.0,86.0,132.0,Heidelberg,1973.0,-37.7586,145.0629,1.0,630000.0
3,2.0,330.0,171.0,Heidelberg,2008.0,-37.7524,145.06,2.0,1271000.0
4,3.0,152.0,132.0,Heidelberg,1980.0,-37.7505,145.0703,2.0,610000.0
2,1.0,733.0,115.0,Heidelberg Heights,1967.0,-37.7442,145.0528,2.0,910000.0
2,1.0,263.0,84.0,Heidelberg Heights,1992.0,-37.7428,145.0511,1.0,665000.0
3,1.0,192.0,91.0,Heidelberg Heights,1995.0,-37.7388,145.0581,2.0,575000.0
4,1.0,374.0,113.0,Heidelberg Heights,1940.0,-37.7437,145.0506,2.0,706000.0
2,1.0,433.0,115.0,Heidelberg Heights,1967.0,-37.7521,145.0516,1.0,780000.0
3,2.0,200.0,115.0,Heidelberg Heights,1967.0,-37.7399,145.054,2.0,601000.0
3,1.0,592.0,115.0,Heidelberg Heights,1967.0,-37.7421,145.0487,0.0,805000.0
2,1.0,563.0,115.0,Heidelberg Heights,1967.0,-37.7383,145.0555,0.0,690000.0
2,1.0,341.0,115.0,Heidelberg Heights,1967.0,-37.7366,145.0509,0.0,682000.0
3,1.0,317.0,95.0,Heidelberg Heights,1950.0,-37.7397,145.0513,1.0,657000.0
3,2.0,0.0,123.0,Heidelberg Heights,2015.0,-37.7502,145.0465,1.0,630000.0
3,1.0,689.0,96.0,Heidelberg West,1962.0,-37.7382,145.0451,2.0,880000.0
3,1.0,489.0,96.0,Heidelberg West,1962.0,-37.7364,145.0379,2.0,687000.0
2,1.0,465.0,81.0,Heidelberg West,1960.0,-37.7369,145.0371,2.0,650000.0
3,1.0,658.0,99.0,Heidelberg West,1960.0,-37.7445,145.0386,2.0,855000.0
2,1.0,391.0,74.0,Heidelberg West,1960.0,-37.7349,145.0398,0.0,613000.0
3,1.0,476.0,200.0,Heidelberg West,1956.0,-37.7339,145.0405,2.0,640000.0
1,1.0,290.0,96.0,Heidelberg West,1962.0,-37.7434,145.0468,0.0,442000.0
3,2.0,747.0,96.0,Heidelberg West,1962.0,-37.7348,145.0402,0.0,810000.0
3,1.0,695.0,96.0,Heidelberg West,1962.0,-37.7416,145.0406,3.0,950000.0
4,1.0,585.0,96.0,Heidelberg West,1962.0,-37.7469,145.0448,2.0,725000.0
3,2.0,246.0,132.0,Hughesdale,2000.0,-37.9031,145.0804,2.0,998000.0
4,4.0,370.0,255.79,Hughesdale,2006.0,-37.8919,145.0781,2.0,1340000.0
4,3.0,695.0,132.0,Hughesdale,1955.0,-37.8938,145.0785,4.0,2190000.0
2,1.0,387.0,132.0,Hughesdale,1896.0,-37.9021,145.0837,1.0,980000.0
2,1.0,795.0,132.0,Hughesdale,1955.0,-37.9087,145.0799,2.0,720000.0
3,2.0,377.0,168.0,Ivanhoe,1940.0,-37.7573,145.0496,2.0,990000.0
4,2.0,449.0,252.0,Ivanhoe,1945.0,-37.777,145.0414,1.0,1410000.0
3,1.0,459.0,168.0,Ivanhoe,1967.0,-37.7639,145.0377,4.0,970000.0
4,2.0,589.0,185.0,Ivanhoe,1910.0,-37.7671,145.037,1.0,1650000.0
4,2.0,1250.0,168.0,Ivanhoe,1967.0,-37.7639,145.0506,1.0,3020000.0
5,2.0,633.0,168.0,Ivanhoe,1967.0,-37.7615,145.0309,2.0,1689000.0
2,1.0,1465.0,168.0,Ivanhoe,1967.0,-37.7735,145.0403,1.0,690000.0
3,2.0,618.0,215.0,Ivanhoe,1960.0,-37.7817,145.0391,2.0,1851000.0
3,2.0,366.0,168.0,Ivanhoe,1967.0,-37.7701,145.0385,1.0,1110000.0
3,0.0,219.0,168.0,Ivanhoe,1980.0,-37.7679,145.0466,0.0,1060000.0
2,1.0,1003.0,231.0,Ivanhoe East,1958.0,-37.7752,145.0579,2.0,2100000.0
5,3.0,737.0,325.0,Ivanhoe East,2008.0,-37.7794,145.0647,2.0,2325000.0
3,2.0,1132.0,240.0,Ivanhoe East,1950.0,-37.7715,145.0688,2.0,2400000.0
3,1.0,792.0,231.0,Ivanhoe East,1958.0,-37.774,145.0654,2.0,1740000.0
4,2.0,658.0,198.0,Kealba,1980.0,-37.7358,144.8217,2.0,646000.0
3,1.0,557.0,196.0,Kealba,1982.0,-37.7279,144.8224,2.0,570000.0
3,2.0,573.0,176.0,Keilor East,1980.0,-37.7473,144.8555,4.0,843000.0
3,2.0,700.0,126.0,Keilor East,1980.0,-37.7322,144.8722,2.0,835000.0
3,2.0,162.0,115.0,Keilor East,2015.0,-37.7308,144.8664,1.0,635000.0
2,1.0,220.0,155.0,Keilor East,2001.0,-37.7346,144.8584,2.0,490000.0
3,1.0,535.0,134.0,Keilor East,1980.0,-37.7475,144.852,1.0,745000.0
3,1.0,703.0,111.0,Keilor East,1965.0,-37.746,144.8651,1.0,941000.0
3,1.0,546.0,155.0,Keilor East,1983.0,-37.7486,144.8565,4.0,738000.0
3,1.0,660.0,155.0,Keilor East,1983.0,-37.7466,144.8707,3.0,912000.0
3,2.0,224.0,155.0,Keilor East,1983.0,-37.7426,144.868,1.0,745000.0
2,2.0,55.0,155.0,Keilor East,1983.0,-37.7388,144.8767,2.0,570000.0
4,2.0,814.0,155.0,Keilor East,1983.0,-37.7317,144.8619,2.0,885000.0
5,5.0,609.0,424.0,Kew,1970.0,-37.8064,145.0451,3.0,3800000.0
2,1.0,0.0,189.0,Kew,1954.0,-37.7977,145.0333,1.0,700000.0
3,2.0,0.0,102.0,Kew,1980.0,-37.794,145.033,2.0,752000.0
3,1.0,111.0,3.0,Kew,1872.0,-37.7941,145.0238,2.0,690000.0
1,1.0,0.0,189.0,Kew,1954.0,-37.8083,145.0382,1.0,468000.0
4,2.0,320.0,186.36,Kew,1920.0,-37.8127,145.0451,0.0,2600000.0
5,4.0,800.0,490.0,Kew,2012.0,-37.8147,145.0571,2.0,4515000.0
5,5.0,811.0,189.0,Kew,1954.0,-37.8013,145.028,2.0,3160000.0
2,1.0,826.0,95.0,Kew,1960.0,-37.805,145.0546,1.0,820000.0
4,4.0,543.0,189.0,Kew,1954.0,-37.8144,145.0358,2.0,2150000.0
3,1.0,813.0,189.0,Kew,1954.0,-37.7993,145.0451,2.0,1965000.0
5,3.0,520.0,189.0,Kew,1954.0,-37.8101,145.0464,1.0,2425000.0
2,1.0,0.0,189.0,Kew,1960.0,-37.8018,145.0376,1.0,643000.0
3,2.0,247.0,147.2,Kew,2007.0,-37.7944,145.0327,2.0,835000.0
2,1.0,964.0,189.0,Kew,1960.0,-37.8022,145.035,1.0,736000.0
2,1.0,838.0,70.0,Kew East,1970.0,-37.7974,145.0526,1.0,590000.0
3,2.0,422.0,120.0,Kew East,1950.0,-37.7927,145.056,2.0,1402000.0
3,2.0,270.0,175.0,Kew East,1952.0,-37.7864,145.0631,2.0,1205000.0
3,1.0,276.0,105.0,Kingsville,1925.0,-37.8082,144.8828,1.0,1190000.0
4,1.0,318.0,145.0,Kingsville,1960.0,-37.8105,144.8803,1.0,1205000.0
3,1.0,555.0,168.0,Kingsville,1940.0,-37.8083,144.8754,3.0,860000.0
3,1.0,584.0,115.0,Maidstone,1981.0,-37.7858,144.8757,2.0,760000.0
3,1.0,625.0,115.0,Maidstone,1981.0,-37.7876,144.8752,2.0,873000.0
2,1.0,206.0,115.0,Maidstone,1981.0,-37.7887,144.8828,2.0,640000.0
3,3.0,2787.0,115.0,Maidstone,2012.0,-37.7794,144.872,2.0,680000.0
3,2.0,260.0,115.0,Maidstone,1981.0,-37.7825,144.8833,2.0,725000.0
2,1.0,315.0,89.0,Maidstone,1990.0,-37.7835,144.8723,0.0,472500.0
3,2.0,159.0,128.0,Maidstone,2016.0,-37.785,144.8673,2.0,675000.0
2,2.0,2787.0,75.0,Maidstone,2013.0,-37.7794,144.872,1.0,405000.0
4,2.0,294.0,194.0,Maidstone,1981.0,-37.7844,144.8758,2.0,838000.0
3,1.0,660.0,88.0,Maidstone,1955.0,-37.7851,144.8654,2.0,930000.0
1,1.0,0.0,46.0,Malvern,1960.0,-37.8691,145.0345,1.0,365000.0
2,2.0,156.0,170.0,Malvern,1952.0,-37.8486,145.0321,1.0,1000000.0
1,1.0,4721.0,170.0,Malvern,1952.0,-37.8515,145.0372,1.0,456000.0
3,2.0,192.0,191.0,Malvern,2010.0,-37.8654,145.0297,2.0,2250000.0
3,1.0,360.0,170.0,Malvern,1952.0,-37.8636,145.0301,2.0,2000000.0
3,1.0,840.0,170.0,Malvern East,1950.0,-37.883,145.0791,2.0,2250000.0
4,2.0,709.0,214.0,Malvern East,1910.0,-37.8693,145.0423,2.0,3200000.0
3,1.0,572.0,157.0,Malvern East,1955.0,-37.8757,145.066,2.0,1380000.0
1,1.0,2410.0,157.0,Malvern East,1955.0,-37.8779,145.0873,1.0,267500.0
4,2.0,395.0,157.0,Malvern East,1955.0,-37.8914,145.0842,2.0,1290000.0
3,2.0,711.0,196.0,Malvern East,1915.0,-37.8723,145.0387,2.0,2020000.0
2,1.0,259.0,99.0,Malvern East,1970.0,-37.8718,145.0526,1.0,1211000.0
4,2.0,230.0,178.0,Malvern East,2007.0,-37.8806,145.0831,2.0,1380000.0
4,3.0,380.0,160.0,Malvern East,2008.0,-37.8792,145.0869,2.0,1715157.0
4,3.0,274.0,225.98,Malvern East,1955.0,-37.87300000000001,145.0664,2.0,1510000.0
3,1.0,446.0,134.0,Malvern East,1980.0,-37.8784,145.0654,2.0,1220000.0
4,2.0,559.0,157.0,Malvern East,1955.0,-37.87300000000001,145.0665,2.0,1465000.0
2,1.0,0.0,146.0,Maribyrnong,1985.0,-37.7722,144.8807,1.0,431000.0
5,3.0,601.0,274.0,Maribyrnong,2001.0,-37.7637,144.8843,2.0,1620000.0
4,3.0,224.0,205.0,Maribyrnong,2015.0,-37.7641,144.8885,2.0,1190000.0
1,1.0,0.0,76.0,Melbourne,2001.0,-37.8116,144.9603,1.0,432000.0
4,2.0,0.0,213.0,Melbourne,1938.0,-37.8177,144.9544,1.0,1850000.0
1,1.0,0.0,41.0,Melbourne,2010.0,-37.8122,144.9582,0.0,333000.0
2,1.0,0.0,60.0,Melbourne,2006.0,-37.8084,144.9602,0.0,452000.0
